"xtmp","power_x","power_x_l","power_x_u","power_x_cl","power_x_cu","precision_x","precision_x_l","precision_x_u","precision_x_cl","precision_x_cu","no_clusters_x","no_clusters_l","no_clusters_u","no_clusters_cl","no_clusters_cu"
508,0.733165533189922,0.733165533189922,0.733165533189922,0.729387489608219,0.736962127934184,328058.109070627,328058.109070627,328058.109070627,325439.28395137,330719.423721248,6,6,6,6,6
509,0.734081438773613,0.734081438773613,0.734081438773613,0.730298877706019,0.737882460345744,328697.384277447,328697.384277447,328697.384277447,326068.383686658,331369.123288278,6,6,6,6,6
510,0.734994824694065,0.734994824694065,0.734994824694065,0.731207785081416,0.738800233028546,329336.634168944,329336.634168944,329336.634168944,326697.438939023,332018.817667775,6,6,6,6,6
511,0.735905694174964,0.735905694174964,0.735905694174964,0.732114214953298,0.739715449212104,329975.858746621,329975.858746621,329975.858746621,327326.449713184,332668.506859801,6,6,6,6,6
512,0.736814050461393,0.736814050461393,0.736814050461393,0.73301817056088,0.740628112148448,330615.058011981,330615.058011981,330615.058011981,327955.416013857,333318.190864419,6,6,6,6,6
513,0.737719896819615,0.737719896819615,0.737719896819615,0.733919655163491,0.7415382251119,331254.231966529,331254.231966529,331254.231966529,328584.337845758,333967.86968169,6,6,6,6,6
514,0.738623236536852,0.738623236536852,0.738623236536852,0.734818672040358,0.742445791398851,331893.380611768,331893.380611768,331893.380611768,329213.215213605,334617.543311678,6,6,6,6,6
515,0.739524072921067,0.739524072921067,0.739524072921067,0.735715224490394,0.74335081432753,332532.5039492,332532.5039492,332532.5039492,329842.04812211,335267.211754443,6,6,6,6,6
516,0.740422409300746,0.740422409300746,0.740422409300746,0.736609315831988,0.744253297237781,333171.601980329,333171.601980329,333171.601980329,330470.83657599,335916.875010049,6,6,6,6,6
517,0.741318249024682,0.741318249024682,0.741318249024682,0.737500949402791,0.745153243490845,333810.674706658,333810.674706658,333810.674706658,331099.580579958,336566.533078556,6,6,6,6,6
518,0.742211595461757,0.742211595461757,0.742211595461757,0.738390128559513,0.746050656469133,334449.72212969,334449.72212969,334449.72212969,331728.280138728,337216.185960028,6,6,6,6,6
519,0.743102452000734,0.743102452000734,0.743102452000734,0.739276856677711,0.746945539576008,335088.744250928,335088.744250928,335088.744250928,332356.935257011,337865.833654526,6,6,6,6,6
520,0.743990822050038,0.743990822050038,0.743990822050038,0.740161137151583,0.747837896235565,335727.741071873,335727.741071873,335727.741071873,332985.54593952,338515.476162113,6,6,6,6,6
521,0.744876709037547,0.744876709037547,0.744876709037547,0.741042973393765,0.748727729892414,336366.71259403,336366.71259403,336366.71259403,333614.112190966,339165.11348285,6,6,6,6,6
522,0.745760116410383,0.745760116410383,0.745760116410383,0.741922368835122,0.74961504401146,337005.658818899,337005.658818899,337005.658818899,334242.634016058,339814.7456168,6,6,6,6,6
523,0.746641047634697,0.746641047634697,0.746641047634697,0.742799326924549,0.750499842077691,337644.579747984,337644.579747984,337644.579747984,334871.111419508,340464.372564025,6,6,6,6,6
524,0.747519506195468,0.747519506195468,0.747519506195468,0.743673851128768,0.75138212759596,338283.475382786,338283.475382786,338283.475382786,335499.544406025,341113.994324587,6,6,6,6,6
525,0.748395495596289,0.748395495596289,0.748395495596289,0.744545944932124,0.752261904090771,338922.345724808,338922.345724808,338922.345724808,336127.932980316,341763.610898549,6,6,6,6,6
526,0.749269019359168,0.749269019359168,0.749269019359168,0.745415611836392,0.753139175106072,339561.190775551,339561.190775551,339561.190775551,336756.277147089,342413.222285971,6,6,6,6,6
527,0.750140081024316,0.750140081024316,0.750140081024316,0.74628285536057,0.754013944205036,340200.010536517,340200.010536517,340200.010536517,337384.576911053,343062.828486917,6,6,6,6,6
528,0.751008684149947,0.751008684149947,0.751008684149947,0.747147679040688,0.754886214969855,340838.805009208,340838.805009208,340838.805009208,338012.832276913,343712.429501448,6,6,6,6,6
529,0.751874832312076,0.751874832312076,0.751874832312076,0.748010086429608,0.755755991001532,341477.574195126,341477.574195126,341477.574195126,338641.043249375,344362.025329627,6,6,6,6,6
530,0.752738529104316,0.752738529104316,0.752738529104316,0.748870081096831,0.756623275919669,342116.318095772,342116.318095772,342116.318095772,339269.209833144,345011.615971515,6,6,6,6,6
531,0.753599778137675,0.753599778137675,0.753599778137675,0.749727666628301,0.757488073362265,342755.036712647,342755.036712647,342755.036712647,339897.332032926,345661.201427175,6,6,6,6,6
532,0.754458583040363,0.754458583040363,0.754458583040363,0.750582846626213,0.758350386985503,343393.730047252,343393.730047252,343393.730047252,340525.409853423,346310.781696669,6,6,6,6,6
533,0.755314947457589,0.755314947457589,0.755314947457589,0.751435624708819,0.759210220463555,344032.398101089,344032.398101089,344032.398101089,341153.443299339,346960.35678006,6,6,6,6,6
534,0.756168875051365,0.756168875051365,0.756168875051365,0.752286004510243,0.760067577488371,344671.040875659,344671.040875659,344671.040875659,341781.432375376,347609.926677408,6,6,6,6,6
535,0.757020369500311,0.757020369500311,0.757020369500311,0.753133989680283,0.760922461769477,345309.658372461,345309.658372461,345309.658372461,342409.377086237,348259.491388776,6,6,6,6,6
536,0.757869434499458,0.757869434499458,0.757869434499458,0.753979583884229,0.761774877033779,345948.250592998,345948.250592998,345948.250592998,343037.277436622,348909.050914227,6,6,6,6,6
537,0.758716073760058,0.758716073760058,0.758716073760058,0.754822790802671,0.762624827025358,346586.81753877,346586.81753877,346586.81753877,343665.133431233,349558.605253822,6,6,6,6,6
538,0.759560291009385,0.759560291009385,0.759560291009385,0.755663614131317,0.763472315505271,347225.359211276,347225.359211276,347225.359211276,344292.945074768,350208.154407624,6,6,6,6,6
539,0.760402089990552,0.760402089990552,0.760402089990552,0.756502057580804,0.764317346251355,347863.875612019,347863.875612019,347863.875612019,344920.712371927,350857.698375695,6,6,6,6,6
540,0.761241474462311,0.761241474462311,0.761241474462311,0.757338124876513,0.76515992305803,348502.366742496,348502.366742496,348502.366742496,345548.435327409,351507.237158096,6,6,6,6,6
541,0.762078448198872,0.762078448198872,0.762078448198872,0.75817181975839,0.7660000497361,349140.832604211,349140.832604211,349140.832604211,346176.113945912,352156.77075489,6,6,6,6,6
542,0.762913014989709,0.762913014989709,0.762913014989709,0.759003145980761,0.766837730112562,349779.27319866,349779.27319866,349779.27319866,346803.748232132,352806.299166138,6,6,6,6,6
543,0.763745178639375,0.763745178639375,0.763745178639375,0.759832107312151,0.767672968030412,350417.688527346,350417.688527346,350417.688527346,347431.338190766,353455.822391904,6,6,6,6,6
544,0.764574942967317,0.764574942967317,0.764574942967317,0.760658707535105,0.768505767348449,351056.078591767,351056.078591767,351056.078591767,348058.883826511,354105.340432249,6,6,6,6,6
545,0.765402311807688,0.765402311807688,0.765402311807688,0.761482950446006,0.769336131941087,351694.443393424,351694.443393424,351694.443393424,348686.385144061,354754.853287236,6,6,6,6,6
546,0.766227289009164,0.766227289009164,0.766227289009164,0.762304839854905,0.770164065698161,352332.782933816,352332.782933816,352332.782933816,349313.842148111,355404.360956925,6,6,6,6,6
547,0.767049878434762,0.767049878434762,0.767049878434762,0.763124379585332,0.770989572524742,352971.097214441,352971.097214441,352971.097214441,349941.254843355,356053.86344138,6,6,6,6,6
548,0.767870083961657,0.767870083961657,0.767870083961657,0.763941573474132,0.771812656340947,353609.386236801,353609.386236801,353609.386236801,350568.623234486,356703.360740663,6,6,6,6,6
549,0.768687909481003,0.768687909481003,0.768687909481003,0.764756425371283,0.772633321081748,354247.650002393,354247.650002393,354247.650002393,351195.947326196,357352.852854835,6,6,6,6,6
550,0.769503358897749,0.769503358897749,0.769503358897749,0.765568939139725,0.773451570696791,354885.888512716,354885.888512716,354885.888512716,351823.227123178,358002.339783959,6,6,6,6,6
551,0.770316436130465,0.770316436130465,0.770316436130465,0.766379118655189,0.774267409150208,355524.101769271,355524.101769271,355524.101769271,352450.462630123,358651.821528096,6,6,6,6,6
552,0.771127145111162,0.771127145111162,0.771127145111162,0.767186967806018,0.775080840420436,356162.289773555,356162.289773555,356162.289773555,353077.653851721,359301.29808731,6,6,6,6,6
553,0.771935489785115,0.771935489785115,0.771935489785115,0.767992490493009,0.775891868500027,356800.452527067,356800.452527067,356800.452527067,353704.800792663,359950.769461661,6,6,6,6,6
554,0.772741474110687,0.772741474110687,0.772741474110687,0.76879569062923,0.776700497395474,357438.590031307,357438.590031307,357438.590031307,354331.903457637,360600.235651213,6,6,6,6,6
555,0.773545102059157,0.773545102059157,0.773545102059157,0.769596572139861,0.777506731127026,358076.702287771,358076.702287771,358076.702287771,354958.961851332,361249.696656026,6,6,6,6,6
556,0.774346377614544,0.774346377614544,0.774346377614544,0.770395138962023,0.778310573728508,358714.78929796,358714.78929796,358714.78929796,355585.975978437,361899.152476164,6,6,6,6,6
557,0.775145304773433,0.775145304773433,0.775145304773433,0.771191395044611,0.779112029247143,359352.85106337,359352.85106337,359352.85106337,356212.945843637,362548.603111688,6,6,6,6,6
558,0.775941887544809,0.775941887544809,0.775941887544809,0.771985344348129,0.779911101743374,359990.8875855,359990.8875855,359990.8875855,356839.871451621,363198.04856266,6,6,6,6,6
559,0.776736129949881,0.776736129949881,0.776736129949881,0.772776990844527,0.780707795290686,360628.898865849,360628.898865849,360628.898865849,357466.752807074,363847.488829143,6,6,6,6,6
560,0.777528036021914,0.777528036021914,0.777528036021914,0.773566338517037,0.781502113975433,361266.884905913,361266.884905913,361266.884905913,358093.58991468,364496.923911199,6,6,6,6,6
561,0.778317609806063,0.778317609806063,0.778317609806063,0.774353391360008,0.782294061896661,361904.845707191,361904.845707191,361904.845707191,358720.382779126,365146.353808889,6,6,6,6,6
562,0.779104855359202,0.779104855359202,0.779104855359202,0.775138153378748,0.783083643165933,362542.781271181,362542.781271181,362542.781271181,359347.131405094,365795.778522276,6,6,6,6,6
563,0.779889776749759,0.779889776749759,0.779889776749759,0.775920628589362,0.783870861907161,363180.691599379,363180.691599379,363180.691599379,359973.835797268,366445.198051421,6,6,6,6,6
564,0.780672378057553,0.780672378057553,0.780672378057553,0.776700821018593,0.784655722256429,363818.576693283,363818.576693283,363818.576693283,360600.495960332,367094.612396388,6,6,6,6,6
565,0.781452663373623,0.781452663373623,0.781452663373623,0.777478734703662,0.785438228361824,364456.436554391,364456.436554391,364456.436554391,361227.111898965,367744.021557237,6,6,6,6,6
566,0.782230636800074,0.782230636800074,0.782230636800074,0.778254373692113,0.786218384383269,365094.2711842,365094.2711842,365094.2711842,361853.683617852,368393.425534031,6,6,6,6,6
567,0.783006302449904,0.783006302449904,0.783006302449904,0.779027742041655,0.786996194492351,365732.080584207,365732.080584207,365732.080584207,362480.21112167,369042.824326833,6,6,6,6,6
568,0.783779664446852,0.783779664446852,0.783779664446852,0.779798843820007,0.787771662872154,366369.864755908,366369.864755908,366369.864755908,363106.694415101,369692.217935703,6,6,6,6,6
569,0.78455072692523,0.78455072692523,0.78455072692523,0.780567683104744,0.788544793717093,367007.623700801,367007.623700801,367007.623700801,363733.133502825,370341.606360705,6,6,6,6,6
570,0.785319494029769,0.785319494029769,0.785319494029769,0.78133426398314,0.789315591232749,367645.357420382,367645.357420382,367645.357420382,364359.528389518,370990.9896019,6,6,6,6,6
571,0.786085969915458,0.786085969915458,0.786085969915458,0.782098590552022,0.7900840596357,368283.065916148,368283.065916148,368283.065916148,364985.879079861,371640.367659351,6,6,6,6,6
572,0.786850158747387,0.786850158747387,0.786850158747387,0.782860666917611,0.790850203153365,368920.749189595,368920.749189595,368920.749189595,365612.18557853,372289.740533119,6,6,6,6,6
573,0.787612064700587,0.787612064700587,0.787612064700587,0.783620497195377,0.791614026023835,369558.40724222,369558.40724222,369558.40724222,366238.447890202,372939.108223266,6,6,6,6,6
574,0.788371691959881,0.788371691959881,0.788371691959881,0.784378085509887,0.79237553249571,370196.040075519,370196.040075519,370196.040075519,366864.666019552,373588.470729855,6,6,6,6,6
575,0.789129044719726,0.789129044719726,0.789129044719726,0.785133435994654,0.793134726827945,370833.647690987,370833.647690987,370833.647690987,367490.839971256,374237.828052948,6,6,6,6,6
576,0.789884127184055,0.789884127184055,0.789884127184055,0.785886552791996,0.793891613289685,371471.230090122,371471.230090122,371471.230090122,368116.96974999,374887.180192606,6,6,6,6,6
577,0.790636943566134,0.790636943566134,0.790636943566134,0.786637440052879,0.794646196160108,372108.787274418,372108.787274418,372108.787274418,368743.055360426,375536.527148892,6,6,6,6,6
578,0.7913874980884,0.7913874980884,0.7913874980884,0.787386101936782,0.795398479728265,372746.319245372,372746.319245372,372746.319245372,369369.096807239,376185.868921868,6,6,6,6,6
579,0.792135794982317,0.792135794982317,0.792135794982317,0.788132542611543,0.796148468292926,373383.826004478,373383.826004478,373383.826004478,369995.094095101,376835.205511596,6,6,6,6,6
580,0.792881838488223,0.792881838488223,0.792881838488223,0.78887676625322,0.796896166162424,374021.307553234,374021.307553234,374021.307553234,370621.047228684,377484.536918138,6,6,6,6,6
581,0.793625632855183,0.793625632855183,0.793625632855183,0.789618777045946,0.797641577654495,374658.763893134,374658.763893134,374658.763893134,371246.95621266,378133.863141556,6,6,6,6,6
582,0.794367182340839,0.794367182340839,0.794367182340839,0.790358579181788,0.798384707096131,375296.195025673,375296.195025673,375296.195025673,371872.821051699,378783.184181912,6,6,6,6,6
583,0.795106491211265,0.795106491211265,0.795106491211265,0.791096176860605,0.799125558823423,375933.600952346,375933.600952346,375933.600952346,372498.641750471,379432.500039268,6,6,6,6,6
584,0.795843563740817,0.795843563740817,0.795843563740817,0.791831574289907,0.799864137181406,376570.981674649,376570.981674649,376570.981674649,373124.418313647,380081.810713686,6,6,6,6,6
585,0.796578404211994,0.796578404211994,0.796578404211994,0.792564775684716,0.800600446523917,377208.337194077,377208.337194077,377208.337194077,373750.150745894,380731.116205228,6,6,6,6,6
586,0.797311016915288,0.797311016915288,0.797311016915288,0.793295785267428,0.801334491213434,377845.667512123,377845.667512123,377845.667512123,374375.839051881,381380.416513957,6,6,6,6,6
587,0.798041406149044,0.798041406149044,0.798041406149044,0.794024607267674,0.802066275620934,378482.972630284,378482.972630284,378482.972630284,375001.483236275,382029.711639934,6,6,6,6,6
588,0.798769576219315,0.798769576219315,0.798769576219315,0.794751245922187,0.80279580412574,379120.252550054,379120.252550054,379120.252550054,375627.083303744,382679.001583222,6,6,6,6,6
589,0.799495531439724,0.799495531439724,0.799495531439724,0.795475705474659,0.803523081115379,379757.507272926,379757.507272926,379757.507272926,376252.639258953,383328.286343882,6,6,6,6,6
590,0.800219276131319,0.800219276131319,0.800219276131319,0.796197990175614,0.804248110985429,380394.736800395,380394.736800395,380394.736800395,376878.151106567,383977.565921976,6,6,6,6,6
591,0.800940814622437,0.800940814622437,0.800940814622437,0.796918104282269,0.804970898139377,381031.941133956,381031.941133956,381031.941133956,377503.618851252,384626.840317567,6,6,6,6,6
592,0.801660151248564,0.801660151248564,0.801660151248564,0.797636052058402,0.805691446988476,381669.120275103,381669.120275103,381669.120275103,378129.042497672,385276.109530717,6,6,6,6,6
593,0.802377290352195,0.802377290352195,0.802377290352195,0.79835183777422,0.806409761951596,382306.274225329,382306.274225329,382306.274225329,378754.42205049,385925.373561487,6,6,6,6,6
594,0.8030922362827,0.8030922362827,0.8030922362827,0.799065465706227,0.807125847455085,382943.402986129,382943.402986129,382943.402986129,379379.75751437,386574.63240994,6,6,6,6,6
595,0.803804993396189,0.803804993396189,0.803804993396189,0.799776940137096,0.807839707932628,383580.506558996,383580.506558996,383580.506558996,380005.048893972,387223.886076138,6,6,6,6,6
596,0.804515566055371,0.804515566055371,0.804515566055371,0.800486265355535,0.808551347825101,384217.584945423,384217.584945423,384217.584945423,380630.29619396,387873.134560143,6,6,6,6,6
597,0.805223958629423,0.805223958629423,0.805223958629423,0.80119344565616,0.809260771580436,384854.638146905,384854.638146905,384854.638146905,381255.499418993,388522.377862016,6,6,6,6,6
598,0.80593017549386,0.80593017549386,0.80593017549386,0.801898485339371,0.809967983653479,385491.666164935,385491.666164935,385491.666164935,381880.658573733,389171.61598182,6,6,6,6,6
599,0.806634221030397,0.806634221030397,0.806634221030397,0.802601388711218,0.810672988505851,386128.669001005,386128.669001005,386128.669001005,382505.773662838,389820.848919618,6,6,6,6,6
600,0.807336099626818,0.807336099626818,0.807336099626818,0.80330216008328,0.811375790605814,386765.64665661,386765.64665661,386765.64665661,383130.844690968,390470.07667547,6,6,6,6,6
601,0.808035815676849,0.808035815676849,0.808035815676849,0.804000803772539,0.81207639442813,387402.599133242,387402.599133242,387402.599133242,383755.87166278,391119.299249439,6,6,6,6,6
602,0.808733373580026,0.808733373580026,0.808733373580026,0.804697324101251,0.812774804453929,388039.526432394,388039.526432394,388039.526432394,384380.854582933,391768.516641588,6,6,6,6,6
603,0.809428777741562,0.809428777741562,0.809428777741562,0.805391725396831,0.813471025170572,388676.428555558,388676.428555558,388676.428555558,385005.793456084,392417.728851977,6,6,6,6,6
604,0.810122032572225,0.810122032572225,0.810122032572225,0.806084011991719,0.814165061071517,389313.305504229,389313.305504229,389313.305504229,385630.688286888,393066.935880669,6,6,6,6,6
605,0.810813142488208,0.810813142488208,0.810813142488208,0.806774188223269,0.814856916656187,389950.157279897,389950.157279897,389950.157279897,386255.539080001,393716.137727727,6,6,6,6,6
606,0.811502111911002,0.811502111911002,0.811502111911002,0.80746225843362,0.815546596429838,390586.983884056,390586.983884056,390586.983884056,386880.345840078,394365.334393212,6,6,6,6,6
607,0.812188945267268,0.812188945267268,0.812188945267268,0.808148226969582,0.816234104903426,391223.785318197,391223.785318197,391223.785318197,387505.108571775,395014.525877186,6,6,6,6,6
608,0.812873646988718,0.812873646988718,0.812873646988718,0.80883209818251,0.816919446593479,391860.561583814,391860.561583814,391860.561583814,388129.827279744,395663.712179711,6,6,6,6,6
609,0.813556221511988,0.813556221511988,0.813556221511988,0.809513876428188,0.817602626021964,392497.312682398,392497.312682398,392497.312682398,388754.501968637,396312.89330085,6,6,6,6,6
610,0.814236673278512,0.814236673278512,0.814236673278512,0.810193566066716,0.818283647716161,393134.038615441,393134.038615441,393134.038615441,389379.132643109,396962.069240664,6,6,6,6,6
611,0.814915006734405,0.814915006734405,0.814915006734405,0.810871171462384,0.818962516208536,393770.739384434,393770.739384434,393770.739384434,390003.71930781,397611.239999216,6,6,6,6,6
612,0.815591226330336,0.815591226330336,0.815591226330336,0.811546696983565,0.819639236036609,394407.414990871,394407.414990871,394407.414990871,390628.261967391,398260.405576566,6,6,6,6,6
613,0.816265336521413,0.816265336521413,0.816265336521413,0.812220147002591,0.820313811742833,395044.065436242,395044.065436242,395044.065436242,391252.760626503,398909.565972778,6,6,6,6,6
614,0.816937341767058,0.816937341767058,0.816937341767058,0.812891525895646,0.820986247874468,395680.690722038,395680.690722038,395680.690722038,391877.215289796,399558.721187914,6,6,6,6,6
615,0.817607246530894,0.817607246530894,0.817607246530894,0.813560838042646,0.821656548983452,396317.290849752,396317.290849752,396317.290849752,392501.625961919,400207.871222035,6,6,6,6,6
616,0.818275055280619,0.818275055280619,0.818275055280619,0.814228087827133,0.822324719626283,396953.865820875,396953.865820875,396953.865820875,393125.992647519,400857.016075204,6,6,6,6,6
617,0.818940772487895,0.818940772487895,0.818940772487895,0.814893279636153,0.822990764363892,397590.415636896,397590.415636896,397590.415636896,393750.315351245,401506.155747482,6,6,6,6,6
618,0.819604402628229,0.819604402628229,0.819604402628229,0.815556417860156,0.823654687761524,398226.940299309,398226.940299309,398226.940299309,394374.594077744,402155.290238931,6,6,6,6,6
619,0.820265950180857,0.820265950180857,0.820265950180857,0.816217506892877,0.824316494388615,398863.439809603,398863.439809603,398863.439809603,394998.828831663,402804.419549615,6,6,6,6,6
620,0.820925419628631,0.820925419628631,0.820925419628631,0.816876551131228,0.824976188818671,399499.914169269,399499.914169269,399499.914169269,395623.019617647,403453.543679594,6,6,6,6,6
621,0.821582815457902,0.821582815457902,0.821582815457902,0.817533554975194,0.825633775629152,400136.363379798,400136.363379798,400136.363379798,396247.166440341,404102.66262893,6,6,6,6,6
622,0.822238142158408,0.822238142158408,0.822238142158408,0.818188522827717,0.826289259401349,400772.787442681,400772.787442681,400772.787442681,396871.26930439,404751.776397686,6,6,6,6,6
623,0.822891404223162,0.822891404223162,0.822891404223162,0.818841459094593,0.826942644720267,401409.186359408,401409.186359408,401409.186359408,397495.328214438,405400.884985924,6,6,6,6,6
624,0.82354260614834,0.82354260614834,0.82354260614834,0.819492368184367,0.827593936174512,402045.560131469,402045.560131469,402045.560131469,398119.343175128,406049.988393705,6,6,6,6,6
625,0.824191752433169,0.824191752433169,0.824191752433169,0.820141254508223,0.828243138356168,402681.908760355,402681.908760355,402681.908760355,398743.314191102,406699.086621092,6,6,6,6,6
626,0.82483884757982,0.82483884757982,0.82483884757982,0.820788122479878,0.828890255860687,403318.232247555,403318.232247555,403318.232247555,399367.241267003,407348.179668147,6,6,6,6,6
627,0.825483896093293,0.825483896093293,0.825483896093293,0.821432976515486,0.829535293286773,403954.530594559,403954.530594559,403954.530594559,399991.124407471,407997.267534931,6,6,6,6,6
628,0.826126902481313,0.826126902481313,0.826126902481313,0.822075821033525,0.830178255236266,404590.803802858,404590.803802858,404590.803802858,400614.963617147,408646.350221508,6,6,6,6,6
629,0.82676787125422,0.82676787125422,0.82676787125422,0.822716660454697,0.830819146314031,405227.051873942,405227.051873942,405227.051873942,401238.758900672,409295.427727938,6,6,6,6,6
630,0.827406806924866,0.827406806924866,0.827406806924866,0.823355499201828,0.831457971127844,405863.274809299,405863.274809299,405863.274809299,401862.510262683,409944.500054283,6,6,6,6,6
631,0.8280437140085,0.8280437140085,0.8280437140085,0.823992341699766,0.832094734288283,406499.472610419,406499.472610419,406499.472610419,402486.217707821,410593.567200607,6,6,6,6,6
632,0.828678597022671,0.828678597022671,0.828678597022671,0.824627192375278,0.832729440408615,407135.645278792,407135.645278792,407135.645278792,403109.881240723,411242.62916697,6,6,6,6,6
633,0.82931146048712,0.82931146048712,0.82931146048712,0.825260055656952,0.833362094104688,407771.792815906,407771.792815906,407771.792815906,403733.500866026,411891.685953435,6,6,6,6,6
634,0.829942308923674,0.829942308923674,0.829942308923674,0.825890935975098,0.833992699994819,408407.915223252,408407.915223252,408407.915223252,404357.076588366,412540.737560064,6,6,6,6,6
635,0.830571146856148,0.830571146856148,0.830571146856148,0.826519837761649,0.834621262699687,409044.012502318,409044.012502318,409044.012502318,404980.608412381,413189.783986919,6,6,6,6,6
636,0.831197978810234,0.831197978810234,0.831197978810234,0.827146765450064,0.835247786842228,409680.084654592,409680.084654592,409680.084654592,405604.096342705,413838.825234061,6,6,6,6,6
637,0.83182280931341,0.83182280931341,0.83182280931341,0.827771723475228,0.835872277047524,410316.131681564,410316.131681564,410316.131681564,406227.540383973,414487.861301553,6,6,6,6,6
638,0.83244564289483,0.83244564289483,0.83244564289483,0.828394716273362,0.836494737942698,410952.153584723,410952.153584723,410952.153584723,406850.940540818,415136.892189457,6,6,6,6,6
639,0.833066484085227,0.833066484085227,0.833066484085227,0.82901574828192,0.837115174156811,411588.150365557,411588.150365557,411588.150365557,407474.296817875,415785.917897835,6,6,6,6,6
640,0.833685337416813,0.833685337416813,0.833685337416813,0.829634823939501,0.837733590320755,412224.122025554,412224.122025554,412224.122025554,408097.609219777,416434.938426749,6,6,6,6,6
641,0.834302207423184,0.834302207423184,0.834302207423184,0.830251947685749,0.838349991067149,412860.068566203,412860.068566203,412860.068566203,408720.877751154,417083.95377626,6,6,6,6,6
642,0.834917098639213,0.834917098639213,0.834917098639213,0.830867123961265,0.838964381030239,413495.989988991,413495.989988991,413495.989988991,409344.10241664,417732.963946432,6,6,6,6,6
643,0.835530015600963,0.835530015600963,0.835530015600963,0.83148035720751,0.83957676484579,414131.886295408,414131.886295408,414131.886295408,409967.283220863,418381.968937325,6,6,6,6,6
644,0.836140962845583,0.836140962845583,0.836140962845583,0.832091651866714,0.840187147150992,414767.757486941,414767.757486941,414767.757486941,410590.420168455,419030.968749002,6,6,6,6,6
645,0.836749944911215,0.836749944911215,0.836749944911215,0.832701012381789,0.840795532584351,415403.603565078,415403.603565078,415403.603565078,411213.513264046,419679.963381524,6,6,6,6,6
646,0.837356966336897,0.837356966336897,0.837356966336897,0.833308443196232,0.841401925785596,416039.424531305,416039.424531305,416039.424531305,411836.562512263,420328.952834955,6,6,6,6,6
647,0.837962031662473,0.837962031662473,0.837962031662473,0.833913948754038,0.842006331395574,416675.220387113,416675.220387113,416675.220387113,412459.567917735,420977.937109355,6,6,6,6,6
648,0.838565145428492,0.838565145428492,0.838565145428492,0.834517533499612,0.842608754056156,417310.991133987,417310.991133987,417310.991133987,413082.52948509,421626.916204787,6,6,6,6,6
649,0.839166312176121,0.839166312176121,0.839166312176121,0.835119201877679,0.843209198410135,417946.736773414,417946.736773414,417946.736773414,413705.447218954,422275.890121313,6,6,6,6,6
650,0.839765536447051,0.839765536447051,0.839765536447051,0.835718958333196,0.843807669101132,418582.457306884,418582.457306884,418582.457306884,414328.321123954,422924.858858995,6,6,6,6,6
651,0.840362822783403,0.840362822783403,0.840362822783403,0.836316807311266,0.844404170773498,419218.152735881,419218.152735881,419218.152735881,414951.151204715,423573.822417894,6,6,6,6,6
652,0.84095817572764,0.84095817572764,0.84095817572764,0.836912753257051,0.844998708072219,419853.823061894,419853.823061894,419853.823061894,415573.937465863,424222.780798074,6,6,6,6,6
653,0.841551599822476,0.841551599822476,0.841551599822476,0.837506800615684,0.845591285642819,420489.46828641,420489.46828641,420489.46828641,416196.679912021,424871.733999594,6,6,6,6,6
654,0.842143099610784,0.842143099610784,0.842143099610784,0.83809895383219,0.846181908131268,421125.088410914,421125.088410914,421125.088410914,416819.378547813,425520.682022519,6,6,6,6,6
655,0.842732679635511,0.842732679635511,0.842732679635511,0.838689217351393,0.846770580183888,421760.683436894,421760.683436894,421760.683436894,417442.033377862,426169.62486691,6,6,6,6,6
656,0.843320344439586,0.843320344439586,0.843320344439586,0.839277595617841,0.847357306447257,422396.253365837,422396.253365837,422396.253365837,418064.64440679,426818.562532828,6,6,6,6,6
657,0.843906098565836,0.843906098565836,0.843906098565836,0.839864093075714,0.847942091568123,423031.798199229,423031.798199229,423031.798199229,418687.21163922,427467.495020335,6,6,6,6,6
658,0.844489946556895,0.844489946556895,0.844489946556895,0.840448714168749,0.848524940193307,423667.317938556,423667.317938556,423667.317938556,419309.735079772,428116.422329495,6,6,6,6,6
659,0.845071892955122,0.845071892955122,0.845071892955122,0.841031463340156,0.849105856969612,424302.812585304,424302.812585304,424302.812585304,419932.214733066,428765.344460368,6,6,6,6,6
660,0.845651942302513,0.845651942302513,0.845651942302513,0.841612345032534,0.849684846543739,424938.28214096,424938.28214096,424938.28214096,420554.650603722,429414.261413017,6,6,6,6,6
661,0.846230099140616,0.846230099140616,0.846230099140616,0.842191363687793,0.85026191356219,425573.726607008,425573.726607008,425573.726607008,421177.042696359,430063.173187503,6,6,6,6,6
662,0.846806368010449,0.846806368010449,0.846806368010449,0.842768523747073,0.850837062671185,426209.145984937,426209.145984937,426209.145984937,421799.391015597,430712.079783889,6,6,6,6,6
663,0.847380753452413,0.847380753452413,0.847380753452413,0.843343829650668,0.851410298516569,426844.54027623,426844.54027623,426844.54027623,422421.695566051,431360.981202237,6,6,6,6,6
664,0.847953260006212,0.847953260006212,0.847953260006212,0.843917285837942,0.851981625743729,427479.909482374,427479.909482374,427479.909482374,423043.95635234,432009.877442608,6,6,6,6,6
665,0.848523892210771,0.848523892210771,0.848523892210771,0.844488896747256,0.852551048997505,428115.253604854,428115.253604854,428115.253604854,423666.173379081,432658.768505065,6,6,6,6,6
666,0.84909265460415,0.84909265460415,0.84909265460415,0.845058666815885,0.853118572922104,428750.572645155,428750.572645155,428750.572645155,424288.346650888,433307.654389669,6,6,6,6,6
