"xtmp","power_x","power_x_l","power_x_u","power_x_cl","power_x_cu","precision_x","precision_x_l","precision_x_u","precision_x_cl","precision_x_cu","no_clusters_x","no_clusters_l","no_clusters_u","no_clusters_cl","no_clusters_cu"
245,0.402307516289397,0.402307516289397,0.402307516289397,0.400807657432859,0.403817630271255,159045.247269269,159045.247269269,159045.247269269,158427.179451346,159668.15647846,6,6,6,6,6
246,0.403873545480632,0.403873545480632,0.403873545480632,0.40236305139751,0.405394388401906,159691.232976302,159691.232976302,159691.232976302,159068.144049946,160319.222526534,6,6,6,6,6
247,0.405437885830104,0.405437885830104,0.405437885830104,0.403916746628138,0.406969467719018,160337.192968367,160337.192968367,160337.192968367,159709.062901306,160970.283370701,6,6,6,6,6
248,0.407000523417412,0.407000523417412,0.407000523417412,0.405468729575131,0.408542853924162,160983.127247,160983.127247,160983.127247,160349.936010321,161621.339011023,6,6,6,6,6
249,0.408561444443165,0.408561444443165,0.408561444443165,0.407018986809159,0.41011453284062,161629.035813736,161629.035813736,161629.035813736,160990.76338189,162272.389447562,6,6,6,6,6
250,0.410120635228516,0.410120635228516,0.410120635228516,0.408567505020689,0.411684490412934,162274.91867011,162274.91867011,162274.91867011,161631.545020907,162923.434680381,6,6,6,6,6
251,0.411678082214705,0.411678082214705,0.411678082214705,0.410114271019504,0.41325271270647,162920.775817657,162920.775817657,162920.775817657,162272.280932269,163574.474709542,6,6,6,6,6
252,0.413233771962583,0.413233771962583,0.413233771962583,0.411659271734222,0.414819185906962,163566.607257912,163566.607257912,163566.607257912,162912.97112087,164225.509535108,6,6,6,6,6
253,0.414787691152159,0.414787691152159,0.414787691152159,0.413202494211808,0.416383896320074,164212.41299241,164212.41299241,164212.41299241,163553.615591603,164876.539157141,6,6,6,6,6
254,0.416339826582119,0.416339826582119,0.416339826582119,0.414743925617092,0.417946830370947,164858.193022686,164858.193022686,164858.193022686,164194.214349363,165527.563575703,6,6,6,6,6
255,0.417890165169372,0.417890165169372,0.417890165169372,0.416283553232282,0.419507974603752,165503.947350274,165503.947350274,165503.947350274,164834.767399042,166178.582790858,6,6,6,6,6
256,0.419438693948569,0.419438693948569,0.419438693948569,0.417821364456478,0.421067315681233,166149.675976708,166149.675976708,166149.675976708,165475.274745531,166829.596802666,6,6,6,6,6
257,0.420985400071643,0.420985400071643,0.420985400071643,0.419357346805185,0.422624840384266,166795.378903524,166795.378903524,166795.378903524,166115.736393722,167480.605611191,6,6,6,6,6
258,0.42253027080733,0.42253027080733,0.42253027080733,0.420891487909823,0.424180535611395,167441.056132255,167441.056132255,167441.056132255,166756.152348506,168131.609216494,6,6,6,6,6
259,0.424073293540705,0.424073293540705,0.424073293540705,0.422423775517245,0.425734388378386,168086.707664435,168086.707664435,168086.707664435,167396.522614772,168782.607618639,6,6,6,6,6
260,0.425614455772704,0.425614455772704,0.425614455772704,0.423954197489243,0.427286385817771,168732.333501599,168732.333501599,168732.333501599,168036.847197409,169433.600817688,6,6,6,6,6
261,0.427153745119656,0.427153745119656,0.427153745119656,0.425482741802059,0.428836515178387,169377.933645279,169377.933645279,169377.933645279,168677.126101306,170084.588813703,6,6,6,6,6
262,0.428691149312807,0.428691149312807,0.428691149312807,0.427009396545898,0.430384763824927,170023.508097011,170023.508097011,170023.508097011,169317.359331349,170735.571606746,6,6,6,6,6
263,0.430226656197845,0.430226656197845,0.430226656197845,0.428534149924439,0.431931119237479,170669.056858327,170669.056858327,170669.056858327,169957.546892428,171386.549196881,6,6,6,6,6
264,0.431760253734429,0.431760253734429,0.431760253734429,0.430056990254338,0.433475569011067,171314.579930761,171314.579930761,171314.579930761,170597.688789427,172037.521584168,6,6,6,6,6
265,0.433291929995711,0.433291929995711,0.433291929995711,0.431577905964749,0.435018100855197,171960.077315846,171960.077315846,171960.077315846,171237.785027232,172688.488768671,6,6,6,6,6
266,0.434821673167863,0.434821673167863,0.434821673167863,0.433096885596819,0.436558702593389,172605.549015116,172605.549015116,172605.549015116,171877.835610728,173339.450750452,6,6,6,6,6
267,0.4363494715496,0.4363494715496,0.4363494715496,0.434613917803211,0.438097362162727,173250.995030104,173250.995030104,173250.995030104,172517.840544799,173990.407529573,6,6,6,6,6
268,0.4378753135517,0.4378753135517,0.4378753135517,0.436128991347601,0.439634067613392,173896.415362342,173896.415362342,173896.415362342,173157.79983433,174641.359106097,6,6,6,6,6
269,0.439399187696534,0.439399187696534,0.439399187696534,0.437642095104197,0.441168807108202,174541.810013364,174541.810013364,174541.810013364,173797.713484202,175292.305480086,6,6,6,6,6
270,0.440921082617585,0.440921082617585,0.440921082617585,0.439153218057237,0.442701568922152,175187.178984702,175187.178984702,175187.178984702,174437.581499297,175943.246651602,6,6,6,6,6
271,0.442440987058972,0.442440987058972,0.442440987058972,0.440662349300507,0.44423234144195,175832.522277889,175832.522277889,175832.522277889,175077.403884498,176594.182620708,6,6,6,6,6
272,0.443958889874971,0.443958889874971,0.443958889874971,0.442169478036843,0.445761113165553,176477.839894457,176477.839894457,176477.839894457,175717.180644685,177245.113387467,6,6,6,6,6
273,0.445474780029539,0.445474780029539,0.445474780029539,0.443674593577643,0.447287872701709,177123.131835939,177123.131835939,177123.131835939,176356.911784738,177896.038951939,6,6,6,6,6
274,0.446988646595836,0.446988646595836,0.446988646595836,0.445177685342373,0.448812608769487,177768.398103867,177768.398103867,177768.398103867,176996.597309536,178546.959314189,6,6,6,6,6
275,0.448500478755744,0.448500478755744,0.448500478755744,0.446678742858076,0.450335310197819,178413.638699774,178413.638699774,178413.638699774,177636.237223958,179197.874474278,6,6,6,6,6
276,0.450010265799393,0.450010265799393,0.450010265799393,0.448177755758881,0.451855965925032,179058.85362519,179058.85362519,179058.85362519,178275.831532881,179848.784432269,6,6,6,6,6
277,0.451517997124681,0.451517997124681,0.451517997124681,0.449674713785514,0.453374564998385,179704.042881649,179704.042881649,179704.042881649,178915.380241184,180499.689188223,6,6,6,6,6
278,0.453023662236794,0.453023662236794,0.453023662236794,0.4511696067848,0.454891096573604,180349.206470682,180349.206470682,180349.206470682,179554.883353743,181150.588742205,6,6,6,6,6
279,0.454527250747731,0.454527250747731,0.454527250747731,0.452662424709179,0.456405549914418,180994.34439382,180994.34439382,180994.34439382,180194.340875433,181801.483094274,6,6,6,6,6
280,0.456028752375823,0.456028752375823,0.456028752375823,0.454153157616212,0.457917914392091,181639.456652595,181639.456652595,181639.456652595,180833.752811129,182452.372244495,6,6,6,6,6
281,0.457528156945254,0.457528156945254,0.457528156945254,0.45564179566809,0.459428179484961,182284.543248539,182284.543248539,182284.543248539,181473.119165707,183103.256192929,6,6,6,6,6
282,0.459025454385586,0.459025454385586,0.459025454385586,0.457128329131144,0.460936334777972,182929.604183182,182929.604183182,182929.604183182,182112.43994404,183754.134939639,6,6,6,6,6
283,0.460520634731278,0.460520634731278,0.460520634731278,0.458612748375355,0.462442369962207,183574.639458057,183574.639458057,183574.639458057,182751.715151,184405.008484687,6,6,6,6,6
284,0.462013688121211,0.462013688121211,0.462013688121211,0.460095043873865,0.463946274834427,184219.649074693,184219.649074693,184219.649074693,183390.944791461,185055.876828136,6,6,6,6,6
285,0.463504604798203,0.463504604798203,0.463504604798203,0.461575206202486,0.4654480392966,184864.633034622,184864.633034622,184864.633034622,184030.128870294,185706.739970047,6,6,6,6,6
286,0.464993375108542,0.464993375108542,0.464993375108542,0.463053226039211,0.46694765335544,185509.591339375,185509.591339375,185509.591339375,184669.26739237,186357.597910484,6,6,6,6,6
287,0.466479989501497,0.466479989501497,0.466479989501497,0.464529094163727,0.468445107121938,186154.523990483,186154.523990483,186154.523990483,185308.360362559,187008.450649508,6,6,6,6,6
288,0.467964438528852,0.467964438528852,0.467964438528852,0.466002801456924,0.469940390810899,186799.430989475,186799.430989475,186799.430989475,185947.407785731,187659.298187182,6,6,6,6,6
289,0.469446712844419,0.469446712844419,0.469446712844419,0.467474338900409,0.471433494740472,187444.312337883,187444.312337883,187444.312337883,186586.409666756,188310.140523569,6,6,6,6,6
290,0.470926803203567,0.470926803203567,0.470926803203567,0.468943697576017,0.472924409331691,188089.168037236,188089.168037236,188089.168037236,187225.3660105,188960.97765873,6,6,6,6,6
291,0.472404700462741,0.472404700462741,0.472404700462741,0.470410868665325,0.474413125108005,188733.998089065,188733.998089065,188733.998089065,187864.276821831,189611.809592728,6,6,6,6,6
292,0.473880395578993,0.473880395578993,0.473880395578993,0.471875843449166,0.475899632694813,189378.8024949,189378.8024949,189378.8024949,188503.142105617,190262.636325625,6,6,6,6,6
293,0.475353879609498,0.475353879609498,0.475353879609498,0.473338613307142,0.477383922819,190023.581256271,190023.581256271,190023.581256271,189141.961866724,190913.457857484,6,6,6,6,6
294,0.476825143711082,0.476825143711082,0.476825143711082,0.474799169717137,0.478865986308472,190668.334374708,190668.334374708,190668.334374708,189780.736110016,191564.274188367,6,6,6,6,6
295,0.478294179139749,0.478294179139749,0.478294179139749,0.476257504254835,0.480345814091692,191313.06185174,191313.06185174,191313.06185174,190419.464840359,192215.085318336,6,6,6,6,6
296,0.479760977250203,0.479760977250203,0.479760977250203,0.477713608593234,0.481823397197214,191957.763688897,191957.763688897,191957.763688897,191058.148062617,192865.891247454,6,6,6,6,6
297,0.481225529495373,0.481225529495373,0.481225529495373,0.479167474502163,0.483298726753218,192602.439887708,192602.439887708,192602.439887708,191696.785781653,193516.691975783,6,6,6,6,6
298,0.482687827425942,0.482687827425942,0.482687827425942,0.480619093847797,0.48477179398705,193247.090449704,193247.090449704,193247.090449704,192335.37800233,194167.487503385,6,6,6,6,6
299,0.484147862689873,0.484147862689873,0.484147862689873,0.482068458592177,0.486242590224752,193891.715376412,193891.715376412,193891.715376412,192973.92472951,194818.277830323,6,6,6,6,6
300,0.485605627031934,0.485605627031934,0.485605627031934,0.483515560792725,0.487711106890606,194536.314669363,194536.314669363,194536.314669363,193612.425968054,195469.062956659,6,6,6,6,6
301,0.487061112293227,0.487061112293227,0.487061112293227,0.484960392601767,0.489177335506665,195180.888330084,195180.888330084,195180.888330084,194250.881722822,196119.842882456,6,6,6,6,6
302,0.488514310410717,0.488514310410717,0.488514310410717,0.486402946266049,0.490641267692293,195825.436360106,195825.436360106,195825.436360106,194889.291998675,196770.617607775,6,6,6,6,6
303,0.489965213416758,0.489965213416758,0.489965213416758,0.487843214126257,0.492102895163702,196469.958760956,196469.958760956,196469.958760956,195527.656800471,197421.387132679,6,6,6,6,6
304,0.491413813438625,0.491413813438625,0.491413813438625,0.489281188616542,0.493562209733489,197114.455534163,197114.455534163,197114.455534163,196165.97613307,198072.151457231,6,6,6,6,6
305,0.49286010269804,0.49286010269804,0.49286010269804,0.490716862264037,0.495019203310178,197758.926681256,197758.926681256,197758.926681256,196804.250001329,198722.910581492,6,6,6,6,6
306,0.494304073510707,0.494304073510707,0.494304073510707,0.492150227688382,0.496473867897755,198403.372203763,198403.372203763,198403.372203763,197442.478410105,199373.664505526,6,6,6,6,6
307,0.495745718285841,0.495745718285841,0.495745718285841,0.493581277601245,0.497926195595209,199047.792103213,199047.792103213,199047.792103213,198080.661364255,200024.413229394,6,6,6,6,6
308,0.497185029525697,0.497185029525697,0.497185029525697,0.495010004805848,0.49937617859607,199692.186381133,199692.186381133,199692.186381133,198718.798868634,200675.156753158,6,6,6,6,6
309,0.498621999825106,0.498621999825106,0.498621999825106,0.496436402196494,0.500823809187954,200336.555039052,200336.555039052,200336.555039052,199356.890928098,201325.895076882,6,6,6,6,6
310,0.500056621871006,0.500056621871006,0.500056621871006,0.497860462758086,0.5022690797521,200980.898078497,200980.898078497,200980.898078497,199994.9375475,201976.628200627,6,6,6,6,6
311,0.501488888441975,0.501488888441975,0.501488888441975,0.499282179565658,0.503711982762909,201625.215500996,201625.215500996,201625.215500996,200632.938731695,202627.356124456,6,6,6,6,6
312,0.502918792407768,0.502918792407768,0.502918792407768,0.500701545783903,0.505152510787492,202269.507308077,202269.507308077,202269.507308077,201270.894485535,203278.07884843,6,6,6,6,6
313,0.504346326728848,0.504346326728848,0.504346326728848,0.502118554666699,0.506590656485208,202913.773501267,202913.773501267,202913.773501267,201908.804813873,203928.796372613,6,6,6,6,6
314,0.505771484455925,0.505771484455925,0.505771484455925,0.503533199556638,0.508026412607209,203558.014082094,203558.014082094,203558.014082094,202546.669721561,204579.508697067,6,6,6,6,6
315,0.507194258729492,0.507194258729492,0.507194258729492,0.504945473884559,0.509459771995981,204202.229052085,204202.229052085,204202.229052085,203184.489213448,205230.215821854,6,6,6,6,6
316,0.50861464277936,0.50861464277936,0.50861464277936,0.506355371169073,0.51089072758489,204846.418412766,204846.418412766,204846.418412766,203822.263294386,205880.917747036,6,6,6,6,6
317,0.510032629924198,0.510032629924198,0.510032629924198,0.507762885016101,0.512319272397729,205490.582165666,205490.582165666,205490.582165666,204459.991969224,206531.614472676,6,6,6,6,6
318,0.511448213571071,0.511448213571071,0.511448213571071,0.509168009118403,0.513745399548258,206134.720312311,206134.720312311,206134.720312311,205097.675242811,207182.305998836,6,6,6,6,6
319,0.51286138721498,0.51286138721498,0.51286138721498,0.510570737255112,0.515169102239756,206778.832854228,206778.832854228,206778.832854228,205735.313119995,207832.992325578,6,6,6,6,6
320,0.514272144438403,0.514272144438403,0.514272144438403,0.511971063291271,0.516590373764562,207422.919792944,207422.919792944,207422.919792944,206372.905605623,208483.673452965,6,6,6,6,6
321,0.515680478910833,0.515680478910833,0.515680478910833,0.513368981177366,0.518009207503625,208066.981129984,208066.981129984,208066.981129984,207010.452704542,209134.349381058,6,6,6,6,6
322,0.517086384388325,0.517086384388325,0.517086384388325,0.514764484948862,0.519425596926055,208711.016866876,208711.016866876,208711.016866876,207647.954421599,209785.020109921,6,6,6,6,6
323,0.518489854713033,0.518489854713033,0.518489854713033,0.516157568725744,0.520839535588667,209355.027005146,209355.027005146,209355.027005146,208285.410761638,210435.685639616,6,6,6,6,6
324,0.519890883812761,0.519890883812761,0.519890883812761,0.517548226712052,0.522251017135532,209999.011546319,209999.011546319,209999.011546319,208922.821729505,211086.345970204,6,6,6,6,6
325,0.521289465700501,0.521289465700501,0.521289465700501,0.518936453195423,0.523660035297529,210642.970491923,210642.970491923,210642.970491923,209560.187330043,211737.001101749,6,6,6,6,6
326,0.52268559447398,0.52268559447398,0.52268559447398,0.520322242546631,0.525066583891892,211286.903843482,211286.903843482,211286.903843482,210197.507568095,212387.651034312,6,6,6,6,6
327,0.524079264315211,0.524079264315211,0.524079264315211,0.521705589219128,0.526470656821768,211930.811602524,211930.811602524,211930.811602524,210834.782448505,213038.295767956,6,6,6,6,6
328,0.525470469490035,0.525470469490035,0.525470469490035,0.523086487748586,0.527872248075763,212574.693770572,212574.693770572,212574.693770572,211472.011976114,213688.935302743,6,6,6,6,6
329,0.52685920434767,0.52685920434767,0.52685920434767,0.524464932752443,0.529271351727499,213218.550349154,213218.550349154,213218.550349154,212109.196155763,214339.569638736,6,6,6,6,6
330,0.528245463320263,0.528245463320263,0.528245463320263,0.525840918929447,0.530667961935167,213862.381339794,213862.381339794,213862.381339794,212746.334992294,214990.198775996,6,6,6,6,6
331,0.529629240922438,0.529629240922438,0.529629240922438,0.527214441059201,0.532062072941082,214506.186744018,214506.186744018,214506.186744018,213383.428490545,215640.822714587,6,6,6,6,6
332,0.531010531750848,0.531010531750848,0.531010531750848,0.528585494001712,0.533453679071238,215149.966563352,215149.966563352,215149.966563352,214020.476655356,216291.44145457,6,6,6,6,6
333,0.532389330483725,0.532389330483725,0.532389330483725,0.529954072696935,0.534842774734867,215793.720799319,215793.720799319,215793.720799319,214657.479491566,216942.054996007,6,6,6,6,6
334,0.533765631880437,0.533765631880437,0.533765631880437,0.531320172164328,0.536229354423993,216437.449453445,216437.449453445,216437.449453445,215294.437004013,217592.663338961,6,6,6,6,6
335,0.535139430781038,0.535139430781038,0.535139430781038,0.532683787502398,0.537613412712992,217081.152527255,217081.152527255,217081.152527255,215931.349197532,218243.266483495,6,6,6,6,6
336,0.536510722105827,0.536510722105827,0.536510722105827,0.534044913888255,0.538994944258151,217724.830022274,217724.830022274,217724.830022274,216568.216076962,218893.864429671,6,6,6,6,6
337,0.537879500854898,0.537879500854898,0.537879500854898,0.53540354657716,0.540373943797228,218368.481940026,218368.481940026,218368.481940026,217205.037647137,219544.45717755,6,6,6,6,6
338,0.539245762107703,0.539245762107703,0.539245762107703,0.536759680902088,0.541750406149012,219012.108282036,219012.108282036,219012.108282036,217841.813912893,220195.044727195,6,6,6,6,6
339,0.54060950102261,0.54060950102261,0.54060950102261,0.538113312273273,0.543124326212887,219655.709049828,219655.709049828,219655.709049828,218478.544879064,220845.627078669,6,6,6,6,6
340,0.541970712836457,0.541970712836457,0.541970712836457,0.539464436177769,0.544495698968393,220299.284244926,220299.284244926,220299.284244926,219115.230550484,221496.204232034,6,6,6,6,6
341,0.543329392864116,0.543329392864116,0.543329392864116,0.540813048179007,0.545864519474785,220942.833868854,220942.833868854,220942.833868854,219751.870931985,222146.776187352,6,6,6,6,6
342,0.544685536498055,0.544685536498055,0.544685536498055,0.542159143916354,0.54723078287061,221586.357923138,221586.357923138,221586.357923138,220388.466028401,222797.342944686,6,6,6,6,6
343,0.546039139207897,0.546039139207897,0.546039139207897,0.543502719104671,0.548594484373258,222229.856409299,222229.856409299,222229.856409299,221025.015844562,223447.904504097,6,6,6,6,6
344,0.547390196539986,0.547390196539986,0.547390196539986,0.544843769533873,0.549955619278537,222873.329328863,222873.329328863,222873.329328863,221661.520385299,224098.460865648,6,6,6,6,6
345,0.548738704116951,0.548738704116951,0.548738704116951,0.546182291068494,0.55131418296024,223516.776683352,223516.776683352,223516.776683352,222297.979655444,224749.012029401,6,6,6,6,6
346,0.55008465763727,0.55008465763727,0.55008465763727,0.54751827964725,0.55267017086971,224160.19847429,224160.19847429,224160.19847429,222934.393659824,225399.557995419,6,6,6,6,6
347,0.551428052874839,0.551428052874839,0.551428052874839,0.548851731282599,0.55402357853541,224803.594703201,224803.594703201,224803.594703201,223570.76240327,226050.098763764,6,6,6,6,6
348,0.552768885678539,0.552768885678539,0.552768885678539,0.550182642060311,0.555374401562496,225446.965371609,225446.965371609,225446.965371609,224207.085890609,226700.634334498,6,6,6,6,6
349,0.554107151971802,0.554107151971802,0.554107151971802,0.551511008139037,0.556722635632384,226090.310481035,226090.310481035,226090.310481035,224843.364126669,227351.164707683,6,6,6,6,6
350,0.555442847752186,0.555442847752186,0.555442847752186,0.552836825749868,0.558068276502328,226733.630033003,226733.630033003,226733.630033003,225479.597116277,228001.689883382,6,6,6,6,6
351,0.556775969090943,0.556775969090943,0.556775969090943,0.554160091195916,0.559411320004987,227376.924029036,227376.924029036,227376.924029036,226115.784864258,228652.209861657,6,6,6,6,6
352,0.55810651213259,0.55810651213259,0.55810651213259,0.555480800851875,0.560751762048003,228020.192470657,228020.192470657,228020.192470657,226751.927375439,229302.724642571,6,6,6,6,6
353,0.559434473094485,0.559434473094485,0.559434473094485,0.556798951163598,0.562089598613575,228663.435359388,228663.435359388,228663.435359388,227388.024654644,229953.234226185,6,6,6,6,6
354,0.560759848266403,0.560759848266403,0.560759848266403,0.558114538647669,0.563424825758037,229306.652696753,229306.652696753,229306.652696753,228024.076706696,230603.738612562,6,6,6,6,6
355,0.562082634010105,0.562082634010105,0.562082634010105,0.559427559890979,0.564757439611432,229949.844484272,229949.844484272,229949.844484272,228660.08353642,231254.237801764,6,6,6,6,6
356,0.563402826758923,0.563402826758923,0.563402826758923,0.560738011550296,0.566087436377096,230593.01072347,230593.01072347,230593.01072347,229296.045148639,231904.731793854,6,6,6,6,6
357,0.564720423017333,0.564720423017333,0.564720423017333,0.56204589035185,0.567414812331229,231236.151415867,231236.151415867,231236.151415867,229931.961548173,232555.220588893,6,6,6,6,6
358,0.566035419360534,0.566035419360534,0.566035419360534,0.563351193090905,0.568739563822486,231879.266562987,231879.266562987,231879.266562987,230567.832739844,233205.704186944,6,6,6,6,6
359,0.567347812434031,0.567347812434031,0.567347812434031,0.564653916631342,0.570061687271549,232522.35616635,232522.35616635,232522.35616635,231203.658728474,233856.18258807,6,6,6,6,6
360,0.568657598953216,0.568657598953216,0.568657598953216,0.565954057905236,0.571381179170715,233165.420227479,233165.420227479,233165.420227479,231839.439518881,234506.655792332,6,6,6,6,6
361,0.569964775702949,0.569964775702949,0.569964775702949,0.567251613912444,0.57269803608348,233808.458747895,233808.458747895,233808.458747895,232475.175115886,235157.123799794,6,6,6,6,6
362,0.571269339537143,0.571269339537143,0.571269339537143,0.568546581720182,0.574012254644121,234451.471729121,234451.471729121,234451.471729121,233110.865524307,235807.586610516,6,6,6,6,6
363,0.57257128737835,0.57257128737835,0.57257128737835,0.569838958462617,0.575323831557284,235094.459172677,235094.459172677,235094.459172677,233746.510748961,236458.044224562,6,6,6,6,6
364,0.573870616217345,0.573870616217345,0.573870616217345,0.571128741340443,0.57663276359757,235737.421080085,235737.421080085,235737.421080085,234382.110794666,237108.496641993,6,6,6,6,6
365,0.575167323112718,0.575167323112718,0.575167323112718,0.57241592762048,0.577939047609124,236380.357452865,236380.357452865,236380.357452865,235017.665666238,237758.943862873,6,6,6,6,6
366,0.576461405190457,0.576461405190457,0.576461405190457,0.573700514635252,0.579242680505223,237023.26829254,237023.26829254,237023.26829254,235653.175368494,238409.385887262,6,6,6,6,6
367,0.577752859643541,0.577752859643541,0.577752859643541,0.574982499782585,0.58054365926787,237666.15360063,237666.15360063,237666.15360063,236288.639906248,239059.822715224,6,6,6,6,6
368,0.579041683731535,0.579041683731535,0.579041683731535,0.576261880525194,0.581841980947379,238309.013378656,238309.013378656,238309.013378656,236924.059284315,239710.254346821,6,6,6,6,6
369,0.580327874780174,0.580327874780174,0.580327874780174,0.577538654390277,0.583137642661975,238951.847628139,238951.847628139,238951.847628139,237559.433507508,240360.680782115,6,6,6,6,6
370,0.581611430180964,0.581611430180964,0.581611430180964,0.578812818969109,0.584430641597382,239594.656350599,239594.656350599,239594.656350599,238194.762580642,241011.102021169,6,6,6,6,6
371,0.582892347390773,0.582892347390773,0.582892347390773,0.580084371916636,0.585720975006421,240237.439547556,240237.439547556,240237.439547556,238830.046508527,241661.518064044,6,6,6,6,6
372,0.58417062393143,0.58417062393143,0.58417062393143,0.581353310951074,0.587008640208606,240880.197220532,240880.197220532,240880.197220532,239465.285295976,242311.928910802,6,6,6,6,6
373,0.58544625738932,0.58544625738932,0.58544625738932,0.582619633853505,0.588293634589739,241522.929371046,241522.929371046,241522.929371046,240100.478947801,242962.334561507,6,6,6,6,6
374,0.586719245414986,0.586719245414986,0.586719245414986,0.583883338467478,0.589575955601512,242165.636000619,242165.636000619,242165.636000619,240735.62746881,243612.735016221,6,6,6,6,6
375,0.587989585722723,0.587989585722723,0.587989585722723,0.585144422698607,0.590855600761104,242808.31711077,242808.31711077,242808.31711077,241370.730863815,244263.130275005,6,6,6,6,6
376,0.589257276090186,0.589257276090186,0.589257276090186,0.586402884514178,0.59213256765078,243450.97270302,243450.97270302,243450.97270302,242005.789137623,244913.520337922,6,6,6,6,6
377,0.590522314357988,0.590522314357988,0.590522314357988,0.587658721942747,0.5934068539175,244093.602778888,244093.602778888,244093.602778888,242640.802295044,245563.905205034,6,6,6,6,6
378,0.591784698429308,0.591784698429308,0.591784698429308,0.588911933073747,0.594678457272512,244736.207339893,244736.207339893,244736.207339893,243275.770340884,246214.284876403,6,6,6,6,6
379,0.59304442626949,0.59304442626949,0.59304442626949,0.590162516057096,0.595947375490966,245378.786387556,245378.786387556,245378.786387556,243910.693279952,246864.659352093,6,6,6,6,6
380,0.594301495905655,0.594301495905655,0.594301495905655,0.591410469102801,0.597213606411513,246021.339923396,246021.339923396,246021.339923396,244545.571117052,247515.028632164,6,6,6,6,6
381,0.595555905426306,0.595555905426306,0.595555905426306,0.59265579048057,0.598477147935915,246663.867948932,246663.867948932,246663.867948932,245180.403856991,248165.392716679,6,6,6,6,6
382,0.596807652980936,0.596807652980936,0.596807652980936,0.593898478519421,0.59973799802865,247306.370465683,247306.370465683,247306.370465683,245815.191504574,248815.751605701,6,6,6,6,6
383,0.598056736779643,0.598056736779643,0.598056736779643,0.595138531607291,0.600996154716524,247948.847475168,247948.847475168,247948.847475168,246449.934064604,249466.105299292,6,6,6,6,6
384,0.599303155092735,0.599303155092735,0.599303155092735,0.596375948190655,0.602251616088279,248591.298978907,248591.298978907,248591.298978907,247084.631541886,250116.453797514,6,6,6,6,6
385,0.600546906250346,0.600546906250346,0.600546906250346,0.597610726774136,0.603504380294208,249233.724978418,249233.724978418,249233.724978418,247719.283941222,250766.797100429,6,6,6,6,6
386,0.601787988642052,0.601787988642052,0.601787988642052,0.59884286592012,0.604754445545762,249876.125475219,249876.125475219,249876.125475219,248353.891267415,251417.135208099,6,6,6,6,6
387,0.603026400716483,0.603026400716483,0.603026400716483,0.600072364248377,0.60600181011517,250518.500470829,250518.500470829,250518.500470829,248988.453525265,252067.468120588,6,6,6,6,6
388,0.604262140980942,0.604262140980942,0.604262140980942,0.601299220435676,0.607246472335048,251160.849966767,251160.849966767,251160.849966767,249622.970719574,252717.795837956,6,6,6,6,6
389,0.605495208001021,0.605495208001021,0.605495208001021,0.602523433215406,0.608488430598022,251803.173964551,251803.173964551,251803.173964551,250257.442855141,253368.118360266,6,6,6,6,6
390,0.606725600400222,0.606725600400222,0.606725600400222,0.603745001377201,0.60972768335634,252445.4724657,252445.4724657,252445.4724657,250891.869936767,254018.435687582,6,6,6,6,6
391,0.607953316859577,0.607953316859577,0.607953316859577,0.604963923766553,0.610964229121494,253087.74547173,253087.74547173,253087.74547173,251526.25196925,254668.747819963,6,6,6,6,6
392,0.609178356117271,0.609178356117271,0.609178356117271,0.60618019928445,0.612198066463839,253729.992984161,253729.992984161,253729.992984161,252160.588957387,255319.054757474,6,6,6,6,6
393,0.610400716968263,0.610400716968263,0.610400716968263,0.607393826886988,0.613429194012213,254372.215004509,254372.215004509,254372.215004509,252794.880905977,255969.356500176,6,6,6,6,6
394,0.611620398263913,0.611620398263913,0.611620398263913,0.608604805585005,0.614657610453564,255014.411534294,255014.411534294,255014.411534294,253429.127819817,256619.653048132,6,6,6,6,6
395,0.612837398911606,0.612837398911606,0.612837398911606,0.609813134443709,0.615883314532567,255656.582575032,255656.582575032,255656.582575032,254063.329703701,257269.944401403,6,6,6,6,6
396,0.61405171787438,0.61405171787438,0.61405171787438,0.611018812582308,0.617106305051255,256298.728128241,256298.728128241,256298.728128241,254697.486562426,257920.230560052,6,6,6,6,6
397,0.615263354170556,0.615263354170556,0.615263354170556,0.612221839173635,0.618326580868642,256940.848195438,256940.848195438,256940.848195438,255331.598400786,258570.511524142,6,6,6,6,6
398,0.616472306873364,0.616472306873364,0.616472306873364,0.613422213443791,0.619544140900353,257582.94277814,257582.94277814,257582.94277814,255965.665223575,259220.787293734,6,6,6,6,6
399,0.617678575110581,0.617678575110581,0.617678575110581,0.614619934671769,0.620758984118249,258225.011877865,258225.011877865,258225.011877865,256599.687035587,259871.057868891,6,6,6,6,6
400,0.618882158064153,0.618882158064153,0.618882158064153,0.615815002189094,0.621971109550061,258867.05549613,258867.05549613,258867.05549613,257233.663841614,260521.323249674,6,6,6,6,6
401,0.620083054969842,0.620083054969842,0.620083054969842,0.617007415379459,0.623180516279019,259509.073634451,259509.073634451,259509.073634451,257867.595646448,261171.583436147,6,6,6,6,6
402,0.621281265116849,0.621281265116849,0.621281265116849,0.618197173678364,0.624387203443485,260151.066294345,260151.066294345,260151.066294345,258501.48245488,261821.838428372,6,6,6,6,6
403,0.622476787847459,0.622476787847459,0.622476787847459,0.619384276572752,0.625591170236586,260793.033477329,260793.033477329,260793.033477329,259135.324271702,262472.08822641,6,6,6,6,6
